,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
408,I'm No Longer Here,2019,TV-MA,27 May 2020,112 min,Drama,Fernando Frias,Fernando Frias,"Juan Daniel García Treviño, Xueming Angelina Chen, Coral Puente","In the mountains of Monterrey, Mexico, a small street gang named ""Los Terkos"" spend their days listening to slowed down cumbia music and attending dance parties, showing off their outfits, hairstyles and gang alliances. These different bands of disaffected youth refer to themselves as Kolombianos, combining the Cholo culture with Colombian music. Ulises Samperio (17), the leader of Los Terkos, tries to protect his friends from the nefarious elements of a quickly evolving drug/political war, but after a misunderstanding with a local cartel, he is forced to leave for Jackson Heights, Queens, a diverse immigrant community in New York City. Ulises tries to assimilate, but when he learns that his gang and the whole Kolombia culture is under threat, he questions his place in America and longs to return home.","Spanish, English","Mexico, United States",18 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BOTQ5NzYyZWYtYmU2MS00YTYxLTgyNzctZjZjYTM0NmNjODc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.3,"7,178",tt4323594,movie,27 May 2020,N/A,N/A,N/A,True,
409,Aly & AJ: Joan of Arc on the Dance Floor,2020,N/A,21 May 2020,4 min,"Short, Music",N/A,N/A,"AJ Michalka, Aly Michalka",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWU0MzUyZjktY2IyOS00ZGEyLTgxNDgtNDlhNWMzNzY1NDY0XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,10,tt12368954,movie,N/A,N/A,N/A,N/A,True,
410,Villain,2020,R,28 Feb 2020,97 min,"Action, Crime, Drama",Philip Barantini,"Greg Hall, George Russo","Craig Fairbrass, George Russo, Izuka Hoyle","The story follows (Eddie Franks) a former criminals release from prison and his attempts to help his family by reconnecting with his daughter and clearing his brother's debt. Despite his efforts, he is drawn back into a criminal way of life, with devastating consequences.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNTlmNWQyYjAtYWY2Yi00NDJkLWE2NmMtMDM2NDY0YzBlYzU5XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.8,"1,930",tt9820352,movie,N/A,N/A,N/A,N/A,True,
411,A Towering Task: The Story of the Peace Corps,2019,N/A,22 Sep 2019,107 min,Documentary,Alana DeJoseph,Shana Kelly,"Harry Belafonte, Annette Bening, Jimmy Carter","In 1961, President John F. Kennedy gave young Americans the opportunity to serve their country in a new way by forming the Peace Corps. Since then, more than 200,000 of them have traveled to more than 60 countries to carry out the organization's mission of international cooperation. Nearly 60 years later, Americans-young and old alike-still want to serve their country and understand their place in the world; current volunteers work at the forefront of some of the most pressing issues facing the global community. Yet the agency has struggled to remain relevant amid sociopolitical change. More than once it had to fight for its very existence, and now-between a rise in nationalist sentiment and deep cuts to governmental-agency budgets-the Peace Corps is again confronting a crisis of identity: What role should it play around the world and in the lives of engaged citizens? Directed by Alana DeJoseph and narrated by Annette Benning, A Towering Task is the first feature documentary to chronicle the remarkable history of the Peace Corps while considering its future at a critical juncture.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNDMyMWVkNzMtNjAwNS00NDg1LTljZGItZDRmNzE0ODE5MzIxXkEyXkFqcGdeQXVyMjkxMjAwNzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,11,tt11197858,movie,N/A,N/A,N/A,N/A,True,
412,Survive the Night,2020,R,22 May 2020,90 min,"Action, Drama, Thriller",Matt Eskandari,Doug Wolfe,"Bruce Willis, Chad Michael Murray, Shea Buckner","A disgraced doctor and his family are held hostage at their home by criminals on the run, when a robbery-gone-awry requires them to seek immediate medical attention.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BM2FkYmZiZjItY2Q5NC00MWVkLWI3NDItMzhiOTRkNDhhZDEyXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,4.1,"11,360",tt10303324,movie,22 May 2020,N/A,N/A,N/A,True,
413,Lucky Grandma,2019,N/A,22 May 2020,87 min,"Comedy, Crime, Drama",Sasie Sealy,"Banban Cheng, Sasie Sealy","Tsai Chin, Hsiao-Yuan Ha, Michael Tow","In the heart of Chinatown, New York, an ornery, chain-smoking, newly widowed 80-year-old grandma (Tsai Chin) is eager to live life as an independent woman, despite the worry of her family. When a local fortune teller (Wai Ching Ho ) predicts a most auspicious day in her future, Grandma decides to head to the casino and goes all in, only to land herself on the wrong side of luck-suddenly attracting the attention of some local gangsters. Desperate to protect herself, Grandma employs the services of a bodyguard (Corey Ha) from a rival gang and soon finds herself in the middle of a Chinatown gang war.","English, Mandarin, Cantonese",United States,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZjhmN2M1ZTQtYTljMi00MjIzLWI1ODQtODZkYzVjMWY4NzczXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.4,"1,455",tt10011336,movie,02 Aug 2020,"$102,000",N/A,N/A,True,
414,Diana Kennedy: Nothing Fancy,2019,N/A,19 Jun 2020,75 min,Documentary,Elizabeth Carroll,"Elizabeth Carroll, Yaara Sumeruk","José Andrés, Gabriela Camara, Diana Kennedy","Winner of the 2019 SXSW Special Jury Award for 'Excellence in Storytelling', NOTHING FANCY provides an intimate look at 'Mexicanophile' and nonagenarian Diana Kennedy - a veritable gastronomical anthropologist who's dedicated over six decades of her life to traversing Mexico collecting, preserving, and sharing a wealth of distinct regional dishes and preparatory traditions across nine acclaimed cookbooks. DIANA KENNEDY: NOTHING FANCY features extensive footage of the charismatic and fiery scholar of traditional Mexican cuisine on her property in eastern Michoacán, alongside interviews with famed chefs José Andrés, Gabriela Cámara, Rick Bayless, and Alice Waters.",N/A,"United States, Mexico",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTQ1ZmNiNGEtZjQwOS00NWZhLTg3OGItNTQxZWMzYzY5MDE5XkEyXkFqcGdeQXVyOTM2NTU2MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,133,tt9617484,movie,22 Jun 2020,N/A,N/A,N/A,True,
415,Inheritance,2020,TV-MA,22 May 2020,111 min,"Drama, Mystery, Thriller",Vaughn Stein,Matthew Kennedy,"Lily Collins, Simon Pegg, Connie Nielsen","The patriarch of a wealthy and powerful family suddenly passes away, leaving his daughter with a shocking secret inheritance that threatens to unravel and destroy the family.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTYzZjE4NmEtZjQ2NC00NjNjLTlhNTItNjM3YTA3YTQyODk1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.6,"11,546",tt7923220,movie,22 May 2020,N/A,N/A,N/A,True,
416,The Painter and the Thief,2020,N/A,22 May 2020,106 min,Documentary,Benjamin Ree,N/A,"Karl Bertil-Nordland, Barbora Kysilkova, Øystein Stene","Young Czech artist Barbora Kysilkova relocates from Berlin to Oslo to launch her career as a painter. In April of 2015, her two most valuable, large-format paintings are stolen - with care - in broad daylight from the windowfronts of Galleri Nobel in Oslo's city center. Desperate for answers about the theft of her paintings, Barbora is presented with an unusual opportunity to reach out to one of the men involved in the heist - Norwegian career criminal, Karl-'Bertil' Nordland. Filmmaker Benjamin Ree begins to document the story after Barbora unbelievably invites her thief to sit for a portrait, capturing the unlikely relationship that ensues as the equally damaged duo find common ground and form an inseparable bond through their mutual affinity for art.","English, Norwegian","Norway, United States",18 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BYmMzYTViMzgtNjEzMS00ZDkyLThkNjgtZGM2MTZmMjhmZWQ5XkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.6,"3,172",tt11296058,movie,22 May 2020,N/A,N/A,N/A,True,
417,Military Wives: The Official Film Podcast,2020,N/A,17 Feb 2020,N/A,N/A,N/A,N/A,Gaby Roslin,"Host Gaby Roslin talks to Kristin Scott Thomas, Sharon Horgan and director Peter Cattaneo, as well as moving conversations with women from the real Military Wives Choirs.",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMzc3ZWIwYmItMTM2ZS00NDc5LThkMDEtMmY2ZmZkZjY3ZTVmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14912014,series,,,,,True,N/A
418,Kate Nash: Underestimate the Girl,2018,N/A,01 Jun 2019,89 min,Documentary,Amy Goldstein,N/A,"Tom Biller, Linda Buratto, Kate Craig","Kate Nash reaches the stratosphere of pop music at 18. Ten years later she is nearly homeless: dropped by her music label and defrauded by her manager, Kate rises from the darkness through her music, fighting back.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BODc3YjMyZGYtNjhmMS00ODYyLWJkMjEtZmI5M2E0MWVjNDJkXkEyXkFqcGdeQXVyMTA4NTQ1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,142,tt9072928,movie,17 Sep 2020,N/A,N/A,N/A,True,
419,The Lovebirds,2020,R,22 May 2020,86 min,"Action, Comedy, Crime",Michael Showalter,"Aaron Abrams, Brendan Gall, Martin Gero","Issa Rae, Kumail Nanjiani, Paul Sparks","A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme - and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzU1ZTE4YzAtOWNkYi00YWE4LThmY2YtMDNlYzU2ZTgxYTc2XkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.1,"24,171",tt8851668,movie,23 May 2020,N/A,N/A,N/A,True,
420,The Trip to Greece,2020,Not Rated,20 May 2020,103 min,"Comedy, Drama",Michael Winterbottom,N/A,"Steve Coogan, Rob Brydon, Claire Keelan",Actors Rob Brydon and Steve Coogan travel from Troy to Ithaca following in the footsteps of the Odysseus.,"English, Greek, Turkish",United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BNDhhMWI3MjEtMjRmMi00Zjc0LTk5ZmItYTEwMWI3YWQ5MWM2XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.6,"3,717",tt10482504,movie,26 May 2020,"$8,340",N/A,N/A,True,
421,Body Cam,2020,R,18 May 2020,96 min,"Horror, Mystery, Thriller",Malik Vitthal,"Nicholas McCarthy, Richmond Riedel","Mary J. Blige, Nat Wolff, David Zayas","When a routine traffic stop results in the unexplained, grisly death of her colleague, a cop (Mary J. Blige) realizes footage of the incident will play for her eyes only. As the attacks mount, she races to understand the supernatural force behind them.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTczZWNmZDItYTFjMi00Y2ViLTkxM2UtMDkxYTAxOWE0YTNjXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.3,"4,560",tt8179024,movie,19 May 2020,N/A,N/A,N/A,True,
422,Scoob!,2020,PG,15 May 2020,93 min,"Animation, Adventure, Comedy",Tony Cervone,"Adam Sztykiel, Jack C. Donaldson, Derek Elliott","Will Forte, Mark Wahlberg, Jason Isaacs","Scooby-Doo is the hero of his own story in ""SCOOB!,"" the first full-length animated Scooby-Doo adventure, which reveals how he and his best friend Shaggy became two of the world's most beloved crime busters. The story takes us back to where it all began when a young Scooby and Shaggy first meet and team up with Velma, Daphne, and Fred to launch Mystery Incorporated.",English,"United States, United Kingdom, Canada",3 nominations,https://m.media-amazon.com/images/M/MV5BZTJmODM0MDQtMTRjYy00YWZjLThjODItMzQ5N2I2NDBjYzA1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.7,"24,067",tt3152592,movie,15 May 2020,"$850,000",N/A,N/A,True,
423,The Wolf House,2018,Not Rated,20 Mar 2020,75 min,"Animation, Drama, Horror","Joaquín Cociña, Cristóbal León","Alejandra Moffat, Joaquín Cociña, Cristóbal León","Amalia Kassai, Rainer Krause, Karina Hyland","Once upon a time - in the heart of the 20th century - there was a remote and secretive colony ensconced within central Chile from which nobody could escape...while Colonia Dignidad was known for its sweet honey, surrounding communities whispered of numerous, rumored atrocities committed within the reinforced boundaries of the commune. Conceived and tyrannically run by former Nazi Paul Schäfer, Colonia's covert activities ranged from politically sanctioned torture - on behalf of Augusto Pinochet's military dictatorship - to Schäfer's personally orchestrated crimes against the children of Colonia. Inspired by a reported case, THE WOLF HOUSE testifies on behalf of semi-fictionalized Colonia captive Maria, a young German girl punished for releasing two beloved pigs. Maria escapes with her 'children' and finds false refuge within a supernaturally sentient house with the capacity to betray Colonia Dignidad's infamous legacy.","Spanish, German","Chile, Germany",8 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BOGYwNzc3YmEtYjNlMS00OWM0LTg3ZjEtZjMxMDFlMTk0YThmXkEyXkFqcGdeQXVyOTE4MDA1NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.6,"2,284",tt8173728,movie,N/A,N/A,N/A,N/A,True,
424,Castle in the Ground,2019,TV-MA,15 May 2020,105 min,Drama,Joey Klein,Joey Klein,"Neve Campbell, Imogen Poots, Alex Wolff","After the untimely death of his mother, a teenager befriends his charismatic but troubled next-door neighbor and becomes embroiled in a world of addiction and violence just as the opioid epidemic takes hold of their small town.",English,Canada,3 nominations,https://m.media-amazon.com/images/M/MV5BZGNmZjMzYWQtMDIxYy00NDdlLThkYmUtNzQzZDhiZjNhOWM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.2,778,tt3689484,movie,15 May 2020,N/A,N/A,N/A,True,
425,Alice,2020,N/A,N/A,N/A,"Short, Romance",Justen Mann,"C.M. Bates, Justen Mann, Jaron Wallace","Annabella Didion, David Girard, Brittany Groy",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13827430,movie,N/A,N/A,N/A,N/A,True,
426,Blood and Money,2001,N/A,N/A,N/A,Documentary,Joanna Bailey,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt1086256,movie,N/A,N/A,N/A,N/A,True,
427,The Wrong Missy,2020,TV-MA,13 May 2020,90 min,"Comedy, Romance",Tyler Spindel,"Chris Pappas, Kevin Barnett","David Spade, Lauren Lapkus, Nick Swardson","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BY2QwZWJlZjMtNzU5NC00NTA0LWI1MjQtYWQ1ZTg4NWZmNjdkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.7,"36,461",tt9619798,movie,19 May 2020,N/A,N/A,N/A,True,
428,Fourteen Days,2020,N/A,11 Feb 2021,N/A,"Short, Drama",Jori Grönroos,Kristofer Gummerus,Kristofer Gummerus,N/A,English,Finland,N/A,https://m.media-amazon.com/images/M/MV5BMzU5NGIyNjctMjU3Mi00ZWJjLTg1NzktZGQ5YzNjODc0ZTRkXkEyXkFqcGdeQXVyNjc4MjY5NzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12872224,movie,N/A,N/A,N/A,N/A,True,
429,Capone,2020,R,12 May 2020,103 min,"Biography, Crime, Drama",Josh Trank,Josh Trank,"Tom Hardy, Linda Cardellini, Matt Dillon","After serving ten years in prison, Al Capone is released to live in exile in Florida. Deprived of his former power, sick with syphilis and having lost all his friends and allies, he recalls the grave criminal past and the brutal crimes committed on his orders in the streets of Chicago.","English, Italian, Spanish","Canada, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BZTVmMDU3MjctMmUxNi00NzI3LWI1NGMtMmY5MjE0MGVlMzAwXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,4.7,"19,129",tt6199572,movie,12 May 2020,N/A,N/A,N/A,True,
430,Valley Girl,2020,PG-13,08 May 2020,102 min,"Comedy, Musical, Romance",Rachel Lee Goldenberg,"Andrew Lane, Wayne Crawford, Amy Talkington","Jessica Rothe, Josh Whitehouse, Jessie Ennis","Set to a new wave '80s soundtrack, a pair of young lovers from different backgrounds defy their parents and friends to stay together. A musical adaptation of the 1983 film.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTNmMjAxMDItMTdmYS00ZmZmLWI3YjEtMDI1OGU0MTgwMjc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.5,"3,300",tt1266036,movie,05 Aug 2003,N/A,N/A,N/A,True,
431,How to Build a Girl,2019,R,08 May 2020,102 min,Comedy,Coky Giedroyc,Caitlin Moran,"Beanie Feldstein, Cleo, Dónal Finn","The novel charts the journey of teenager Johanna Morrigan (Beanie Feldstein), who reinvents herself as Dolly Wilde: fast-talking, lady sex-adventurer, moves to London, and gets a job as music critic in the hope of saving her poverty stricken family in Wolverhampton.",English,United Kingdom,2 wins,https://m.media-amazon.com/images/M/MV5BZGUyN2ZlMjYtZTk2Yy00MWZiLWIyMDktMzFlMmEzOWVlMGNiXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,5.9,"3,795",tt4193072,movie,N/A,"$70,632","Film 4, Monumental Pictures, Lionsgate",N/A,True,
