,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
482,The Woman in the Window,R,0,A.O. Scott,‘The Woman in the Window’ Review: Don’t You Be My Neighbor,Amy Adams plays a reclusive psychologist who witnesses a crime in a glossy new Netflix thriller.,2021-05-13,2021-05-14,2021-05-13 23:01:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/the-woman-in-the-window-review.html', 'suggested_link_text': 'Read the New York Times Review of The Woman in the Window'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/00woman-in-the-window/00woman-in-the-window-mediumThreeByTwo440-v3.jpg', 'height': 140, 'width': 210}"
483,Spiral,R,0,Lena Wilson,‘Spiral: From the Book of Saw’ Review: Slicing Up Bad Apples,This addition to the “Saw” universe stars Chris Rock as a misanthropic detective pitted against a Jigsaw copycat.,2021-05-13,2021-05-14,2021-05-13 17:10:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/spiral-from-the-book-of-saw-review.html', 'suggested_link_text': 'Read the New York Times Review of Spiral'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/13/arts/spiral1/spiral1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
484,Rockfield: The Studio on the Farm,,0,Glenn Kenny,‘Rockfield: The Studio on the Farm’ Review: Rockers Ripping It Up,"A documentary explores the Welsh farm-turned-studio, Rockfield, where Black Sabbath, the Stone Roses and others made music.",2021-05-13,2020-01-01,2021-05-13 11:01:10,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/rockfield-the-studio-on-the-farm-review.html', 'suggested_link_text': 'Read the New York Times Review of Rockfield: The Studio on the Farm'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/13/arts/13rockfield-plant/13rockfield-plant-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
485,The Djinn,R,0,Kristen Yoonsoo Kim,‘The Djinn’ Review: A Boy Whose Wish Comes True,This film by David Charbonier and Justin Powell has the trappings of a fairy tale. Don’t be fooled.,2021-05-13,2021-05-14,2021-05-13 11:09:12,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/the-djinn-horror-review.html', 'suggested_link_text': 'Read the New York Times Review of The Djinn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/13/arts/13djinn-review-pix/merlin_187494117_b15b0373-30e2-4b1a-aca0-bb051528df2d-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
486,High Ground,,0,Glenn Kenny,‘High Ground’ Review: Two Worlds Collide in the Outback,"Directed by Stephen Johnson, this western set in Australia doesn’t follow the expected narrative.",2021-05-13,2021-05-14,2021-05-13 11:08:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/high-ground-review.html', 'suggested_link_text': 'Read the New York Times Review of High Ground'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/13/arts/13high-ground-review/13high-round-review-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
487,The Perfect Candidate,,0,Glenn Kenny,‘The Perfect Candidate’ Review: Paving the Way,"Haifaa Al-Mansour crafts a story that’s part family drama and part parable of female activism, set in Saudi Arabia.",2021-05-13,2021-05-14,2021-05-13 11:06:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/the-perfect-candidate-review.html', 'suggested_link_text': 'Read the New York Times Review of The Perfect Candidate'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/13/arts/13perfectcandidate-art/merlin_187492101_546cad3c-3ff9-4f63-8920-1deb45ab07d0-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
488,Enfant Terrible,Unrated,0,Nicolas Rapold,‘Enfant Terrible’ Review: I Can Sleep When I’m Dead,The packed biographical film “Enfant Terrible” races to keep up with the blazing life of the filmmaker Rainer Werner Fassbinder.,2021-05-13,,2021-05-13 11:02:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/enfant-terrible-review.html', 'suggested_link_text': 'Read the New York Times Review of Enfant Terrible'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/enfant1/enfant1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
489,Stop Filming Us,,0,Devika Girish,‘Stop Filming Us’ Review: Wary of Their Close-Up,The Dutch documentarian Joris Postema’s Congo-set film aims to reckon with neocolonialism.,2021-05-13,2021-05-14,2021-05-13 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/stop-filming-us-review.html', 'suggested_link_text': 'Read the New York Times Review of Stop Filming Us'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/stop1/stop1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
490,Los Hermanos/The Brothers,,0,Ben Kenigsberg,‘Los Hermanos/The Brothers’ Review: A Long-Deferred Duet,"In this documentary, two musician siblings — one who lives in Cuba, the other in the United States — get a chance to tour together.",2021-05-13,2020-09-30,2021-05-13 14:06:53,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/los-hermanos-the-brothers-review.html', 'suggested_link_text': 'Read the New York Times Review of Los Hermanos/The Brothers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/11/arts/hermanos1/hermanos1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
491,Riders of Justice,Not Rated,0,Beatrice Loayza,‘Riders of Justice’ Review: Just Give Me a Reason,"Mads Mikkelsen goes berserk in this gleefully violent, yet gold-hearted deconstruction of the revenge thriller.",2021-05-13,2021-05-21,2021-05-13 11:03:13,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/riders-of-justice-review.html', 'suggested_link_text': 'Read the New York Times Review of Riders of Justice'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/11/arts/riders1/merlin_187487493_b9a027f4-6572-44ff-908b-8778a7e1c2fa-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
492,Profile,R,0,Teo Bugbee,‘Profile’ Review: Screen Sharing With Extremists,Interactions between a journalist and a recruiter for the Islamic State play out over screens in this hackneyed thriller.,2021-05-13,2021-05-14,2021-05-13 11:07:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/13/movies/profile-review.html', 'suggested_link_text': 'Read the New York Times Review of Profile'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/profile1/profile1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
493,Oxygen,TV-MA,1,Lena Wilson,‘Oxygen’ Review: The Thrill of Claustrophobia,"Trapped in a cryogenic chamber with oxygen levels dwindling, a woman must learn how to team up with the machine in order to escape.",2021-05-12,2021-05-12,2021-05-12 16:49:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/12/movies/oxygen-review.html', 'suggested_link_text': 'Read the New York Times Review of Oxygen'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/12/arts/12oxygen/12oxygen-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
494,Wrath of Man,R,0,Glenn Kenny,‘Wrath of Man’ Review: ‘H’ Has Some Fury,"Jason Statham plays H, a movie tough guy you don’t want to mess with, in Guy Ritchie’s action film.",2021-05-06,2021-05-07,2021-05-06 22:02:09,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/wrath-of-man-review.html', 'suggested_link_text': 'Read the New York Times Review of Wrath of Man'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/03/arts/wrath1/wrath1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
495,State Funeral,,0,A.O. Scott,‘State Funeral’ Review: Saying Goodbye to Stalin,Sergei Loznitsa’s new found-footage documentary illuminates Soviet life in the immediate aftermath of the dictator’s death.,2021-05-06,2021-05-07,2021-05-06 18:05:13,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/state-funeral-review.html', 'suggested_link_text': 'Read the New York Times Review of State Funeral'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/07/arts/07statefuneral/07statefuneral-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
496,The Columnist,,0,Beatrice Loayza,‘The Columnist’ Review: Confessions of a Female Troll Hunter,A writer slaughters her online nemeses in this low-stakes serial killer movie from the Netherlands.,2021-05-06,,2021-05-06 11:10:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/the-columnist-review.html', 'suggested_link_text': 'Read the New York Times Review of The Columnist'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/06/arts/06columnist-1/06columnist-1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
497,Silo,,0,Ben Kenigsberg,‘Silo’ Review: When Life on a Farm Is Far From Wholesome,"A mainstay of American agriculture, corn can become a suffocating trap when a human comes up against tons of it in a vertical storage bin.",2021-05-06,,2021-05-06 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/silo-review-when-life-on-a-farm-is-far-from-wholesome.html', 'suggested_link_text': 'Read the New York Times Review of Silo'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/07/arts/07SILO-REVIEW-PIX/merlin_187133409_d93da131-4b43-4819-bc7f-b03083f3ebe6-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
498,Paper Spiders,TV-MA,0,Teo Bugbee,‘Paper Spiders’ Review: Maternal Melodramatics,Lili Taylor plays a mother who spirals into madness in this unfortunately bland melodrama.,2021-05-06,2021-05-07,2021-05-06 11:09:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/paper-spiders-review-maternal-melodramatics.html', 'suggested_link_text': 'Read the New York Times Review of Paper Spiders'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/07/arts/06paper-spiders/06paper-spiders-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
499,In Our Mothers' Gardens,,0,Natalia Winkelman,‘In Our Mothers’ Gardens’ Review: Creating Space for Black Women,The Netflix documentary sets out to show how maternal lineages have shaped generations of Black women.,2021-05-06,2021-05-06,2021-05-06 11:05:17,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/in-our-mothers-gardens-review.html', 'suggested_link_text': ""Read the New York Times Review of In Our Mothers' Gardens""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/08/arts/06in-our-mothers/06in-our-mothers-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
500,The Paper Tigers,PG-13,0,Beatrice Loayza,‘The Paper Tigers’ Review: Reliving the Glory Days,"A trio of aging martial artists reunite in this fresh, if uneven, debut by the director Tran Quoc Bao.",2021-05-06,2021-05-07,2021-05-06 11:08:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/the-paper-tigers-review.html', 'suggested_link_text': 'Read the New York Times Review of The Paper Tigers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/06/arts/06paper-tigers/merlin_187133781_a0eeb18d-28eb-47b5-a9e4-acdafa6a2263-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
501,Citizen Penn,,0,Glenn Kenny,‘Citizen Penn’ Review: A Portrait of Sean Penn as an Advocate,"The documentary follows the actor’s work helping Haiti, starting in 2010.",2021-05-06,2021-05-06,2021-05-06 11:03:16,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/citizen-penn-review-a-portrait-of-sean-penn-as-an-advocate.html', 'suggested_link_text': 'Read the New York Times Review of Citizen Penn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/06/arts/06citizen-penn/06citizen-penn-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
502,Pink Skies Ahead,TV-14,0,Kristen Yoonsoo Kim,‘Pink Skies Ahead’ Review: Partying Through Anxiety,Kelly Oxford’s ’90s-set coming-of-age story follows a college dropout as she navigates a new romance and a new medical diagnosis.,2021-05-06,,2021-05-06 11:01:08,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/pink-skies-ahead-review.html', 'suggested_link_text': 'Read the New York Times Review of Pink Skies Ahead'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/07/arts/pink1/pink1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
503,The Boy from Medellín,R,0,Beatrice Loayza,‘The Boy From Medellín’ Review: A Dizzying Week in J Balvin’s World,A documentary about the reggaeton star from Colombia is a relatively sophisticated form of celebrity publicity.,2021-05-06,2021-05-07,2021-05-06 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/the-boy-from-medellin-review.html', 'suggested_link_text': 'Read the New York Times Review of The Boy from Medellín'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/06/arts/06boy-from-medellin/06boy-from-medellin-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
504,The Water Man,PG,0,Glenn Kenny,‘The Water Man’ Review: Oyelowo Directs With a Touch of Magic,"As a newly transplanted family tries to adjust to the countryside, the son is desperately pulling strings to cure his seriously ill mother.",2021-05-06,2021-05-07,2021-05-06 11:07:38,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/water-man-review-david-oyelowo.html', 'suggested_link_text': 'Read the New York Times Review of The Water Man'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/06/arts/06WATER-MAN-PIX/merlin_187133970_bef0bf8c-a212-4da6-8aac-aed6a5c140c1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
505,Monster,R,0,Nicolas Rapold,‘Monster’ Review: Teenager on Trial,"In this drama, a young man’s future is threatened when he is accused of participating in a deadly bodega stickup.",2021-05-06,2021-05-07,2021-05-06 11:06:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/05/06/movies/monster-review.html', 'suggested_link_text': 'Read the New York Times Review of Monster'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/05/04/arts/monster1/monster1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
506,Triumph,PG-13,0,Ben Kenigsberg,‘Triumph’ Review: Going to the Mat,The film tells the story of an aspiring high school wrestler with cerebral palsy.,2021-04-30,,2021-04-30 04:02:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/30/movies/triumph-review.html', 'suggested_link_text': 'Read the New York Times Review of Triumph'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/28/arts/triumph1/merlin_186944010_59f419c0-c97b-4465-aa65-18bf734026a9-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
507,Marighella,,1,Devika Girish,‘Marighella’ Review: Battle for Brazil,Wagner Moura’s provocative feature debut chronicles the armed struggle led by Carlos Marighella against Brazil’s military dictatorship in the 1960s.,2021-04-29,,2021-04-29 14:44:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/29/movies/marighella-review.html', 'suggested_link_text': 'Read the New York Times Review of Marighella'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/28/arts/marighella1/marighella1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
508,The Mitchells vs. the Machines,PG,1,Maya Phillips,‘The Mitchells vs. the Machines’ Review: When Bots Attack,A family of lovable kooks are the last hope against a robot apocalypse in this hilarious animated Netflix film.,2021-04-29,2021-04-30,2021-04-29 13:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/29/movies/the-mitchells-vs-the-machines-review.html', 'suggested_link_text': 'Read the New York Times Review of The Mitchells vs. the Machines'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/28/arts/mitchells1/mitchells1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
509,About Endlessness,,1,A.O. Scott,‘About Endlessness’ Review: Heaven Knows I’m Miserable Now,"Roy Andersson’s latest feature is a somber, exhilarating collection of self-defeating human specimens.",2021-04-29,2021-04-30,2021-04-29 11:09:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/29/movies/about-endlessness-review.html', 'suggested_link_text': 'Read the New York Times Review of About Endlessness'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/29/arts/29about-endlessness1/29about-endlessness1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
